lnL_val,mean_dBIC
6.907755278982137,5.323000000003958
7.600902459542082,6.412000000001474
8.517193191416238,8.080999999966783
9.210340371976184,9.09499999997206
9.903487552536127,8.769000000009934
10.819778284410283,6.054666666934888
